game_name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,fk_publisher_id,fk_developer_id
Battle vs. Chess,X360,2011,Misc,0.0,0.02,0.0,0.0,0.03,,,,,T,459,1474
Biohazard: Revival Selection,X360,2011,Action,0.0,0.0,0.03,0.0,0.03,,,,,,13,2
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,0.02,0.0,0.0,0.0,0.03,,,7.3,4.0,T,5,975
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,463,2
Super Duper Sumos,GBA,,Action,0.02,0.01,0.0,0.0,0.03,57.0,5.0,,,E,34,898
UK Truck Simulator,PC,2010,Simulation,0.0,0.03,0.0,0.0,0.03,,,,,,34,2
CID The Dummy,PSP,2009,Platform,0.02,0.0,0.0,0.0,0.03,41.0,6.0,,,E10+,60,1568
MechAssault: Phantom War,DS,2006,Simulation,0.03,0.0,0.0,0.0,0.03,66.0,16.0,4.5,4.0,T,36,180
Loading Human,PS4,2016,Adventure,0.01,0.01,0.0,0.0,0.03,,,,,,487,2
The Settlers II 10th Anniversary,PC,2006,Action,0.0,0.02,0.0,0.0,0.03,,,,,,6,2
The Last Guy,PS3,2009,Action,0.0,0.0,0.03,0.0,0.03,77.0,33.0,6.9,30.0,E10+,4,234
Disney Sports Soccer,GBA,2002,Sports,0.02,0.01,0.0,0.0,0.03,68.0,5.0,,,E,15,70
Kangokutou Mary Skelter,PSV,2016,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,266,2
101-in-1 Sports Party Megamix,Wii,2010,Sports,0.02,0.0,0.0,0.0,0.03,41.0,7.0,,,E10+,254,985
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,514,2
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,79,2
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,13,2
SingStar Chartbreaker,PS3,2009,Misc,0.0,0.02,0.0,0.01,0.03,,,,,,4,2
Botanicula,PC,2012,Adventure,0.0,0.02,0.0,0.0,0.03,82.0,38.0,8.3,341.0,,400,1212
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,0.01,0.01,0.0,0.0,0.03,45.0,14.0,,,E10+,515,157
Max Payne,GBA,2003,Shooter,0.02,0.01,0.0,0.0,0.03,78.0,33.0,7.8,13.0,M,3,939
Timeshock! Pro Pinball,PS,1998,Misc,0.02,0.01,0.0,0.0,0.03,,,,,,87,2
Little Bears,DS,2009,Simulation,0.03,0.0,0.0,0.0,0.03,,,,,E,78,1309
Starry ? Sky: In Winter,PSP,2011,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,418,2
Rush Hour,PS,1997,Misc,0.02,0.01,0.0,0.0,0.03,,,,,,85,2
Pro Cast Sports Fishing,XB,2003,Sports,0.02,0.01,0.0,0.0,0.03,49.0,12.0,,,E,13,49
Gintama: Banji Oku Chuubu!,Wii,2007,Action,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Pro Evolution Soccer 2012,3DS,2011,Action,0.02,0.0,0.0,0.0,0.03,,,,,,15,2
Saka Agari Hurricane Portable,PSP,2011,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,79,2
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,0.0,0.0,0.03,0.0,0.03,,,,,,15,2
Rugby League Live,X360,2010,Sports,0.0,0.02,0.0,0.0,0.03,,,,,,219,2
Star Trek: Tactical Assault,PSP,2006,Strategy,0.02,0.0,0.0,0.0,0.03,64.0,15.0,7.9,10.0,E,6,1404
Cossacks: European Wars,PC,2001,Strategy,0.0,0.02,0.0,0.0,0.03,74.0,16.0,8.6,60.0,T,516,1400
Yuusha Shisu.,PSV,2016,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,131,2
MX vs. ATV Supercross,PS3,2014,Racing,0.02,0.01,0.0,0.0,0.03,58.0,4.0,3.5,4.0,E,128,1089
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,0.02,0.01,0.0,0.0,0.03,,,,,,31,2
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,0.0,0.0,0.03,0.0,0.03,,,,,,13,2
Kisuato,PSV,2015,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,498,2
NBA 2K7,XB,2006,Sports,0.02,0.01,0.0,0.0,0.03,83.0,8.0,8.6,5.0,E,3,478
Auto Modellista,GC,2003,Racing,0.02,0.01,0.0,0.0,0.03,62.0,7.0,,,E,13,49
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,323,2
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,0.0,0.02,0.0,0.0,0.03,,,,,,1,2
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,0.02,0.01,0.0,0.0,0.03,,,,,E10+,5,1569
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,0.02,0.01,0.0,0.0,0.03,78.0,15.0,,,E,31,585
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,0.0,0.0,0.03,0.0,0.03,,,,,,242,2
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,426,2
XBLAZE Code: Embryo,PSV,2013,Adventure,0.01,0.0,0.01,0.0,0.03,43.0,5.0,7.4,24.0,M,221,497
Eco Creatures: Save The Forest,DS,2007,Adventure,0.03,0.0,0.0,0.0,0.03,55.0,13.0,,,E,70,1570
Frogger: Ancient Shadow,XB,2005,Platform,0.02,0.01,0.0,0.0,0.03,47.0,11.0,,,E,15,17
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Dream Girl Premier,3DS,2015,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,79,2
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,49,2
La Pucelle: Ragnarok,PSP,2009,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,131,2
Darius II,SAT,1995,Shooter,0.0,0.0,0.03,0.0,0.03,,,,,,94,2
Bleach: Soul Carnival 2,PSP,2009,Fighting,0.0,0.0,0.03,0.0,0.03,,,,,,4,2
ParaParaParadise,PS2,2001,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,15,2
Warhammer: Mark of Chaos,PC,2006,Strategy,0.0,0.02,0.0,0.0,0.03,73.0,32.0,7.4,57.0,M,42,1194
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,0.0,0.0,0.03,0.0,0.03,,,,,,56,2
Warship Gunner 2,PS2,2006,Simulation,0.01,0.01,0.0,0.0,0.03,62.0,13.0,8.5,11.0,T,49,1204
Putty Squad,PSV,2013,Platform,0.01,0.01,0.0,0.01,0.03,,,8.2,6.0,E10+,295,1066
Gotcha Force,GC,2003,Shooter,0.01,0.0,0.01,0.0,0.03,56.0,24.0,8.2,17.0,E,13,49
Driver: Parallel Lines,Wii,2007,Racing,0.01,0.01,0.0,0.0,0.03,59.0,9.0,6.0,20.0,M,6,43
Battlefield Vietnam,PC,2004,Shooter,0.0,0.02,0.0,0.0,0.03,84.0,48.0,7.5,133.0,T,8,477
Rugby League Live,PS3,2010,Sports,0.0,0.02,0.0,0.01,0.03,,,,,,219,2
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,0.0,0.02,0.0,0.0,0.03,70.0,6.0,,,T,42,1035
The Perfect Golf,PS,1995,Sports,0.0,0.0,0.03,0.0,0.03,,,,,,258,2
Wrestle Kingdom,PS2,2006,Fighting,0.0,0.0,0.03,0.0,0.03,,,,,,515,2
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,0.02,0.01,0.0,0.0,0.03,,,,,,153,2
Dead Rising 2,PS4,2016,Action,0.01,0.0,0.01,0.0,0.03,82.0,4.0,6.6,8.0,M,13,274
Mojo!,XB,2003,Puzzle,0.02,0.01,0.0,0.0,0.03,,,,,,319,2
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,0.0,0.02,0.0,0.0,0.03,83.0,14.0,8.4,52.0,M,285,1030
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,357,2
Young Justice: Legacy,Wii,2013,Action,0.0,0.03,0.0,0.0,0.03,,,,,T,26,1258
Steins;Gate 0,PS3,2015,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,357,2
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,0.0,0.03,0.0,0.0,0.03,,,8.8,4.0,E,5,1571
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,15,2
Totally Spies! Totally Party,PC,2008,Misc,0.0,0.02,0.0,0.0,0.03,,,,,,6,2
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,0.0,0.0,0.03,0.0,0.03,,,,,,221,2
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,0.02,0.01,0.0,0.0,0.03,75.0,18.0,9.0,9.0,T,24,104
Brothers Conflict: Passion Pink,PSP,2012,Action,0.0,0.0,0.03,0.0,0.03,,,,,,323,2
Clannad,X360,2008,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,436,2
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,91,2
Jet Grind Radio,GBA,2003,Action,0.02,0.01,0.0,0.0,0.03,74.0,22.0,9.3,6.0,E,9,68
Rugby Challenge 3,PS3,2016,Sports,0.0,0.02,0.0,0.0,0.03,,,,,,395,1486
Prince of Persia (2008),PC,2008,Action,0.0,0.02,0.0,0.0,0.03,,,,,,6,2
My Frogger: Toy Trials,DS,2006,Action,0.02,0.0,0.0,0.0,0.03,66.0,10.0,,,E,15,70
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,0.0,0.0,0.03,0.0,0.03,,,,,,90,2
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,0.0,0.02,0.0,0.0,0.03,86.0,46.0,9.0,802.0,M,3,309
Magicka,PC,2011,Role-Playing,0.0,0.02,0.0,0.01,0.03,74.0,44.0,7.6,602.0,T,310,1572
Schlag den Raab,PC,2010,Misc,0.0,0.02,0.0,0.0,0.03,,,,,,26,2
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,0.02,0.01,0.0,0.0,0.03,76.0,17.0,6.5,11.0,T,203,240
The Adventures of Lomax,PS,1996,Platform,0.01,0.01,0.0,0.0,0.03,,,,,,85,2
Under the Skin,PS2,2004,Action,0.01,0.01,0.0,0.0,0.03,55.0,30.0,,,T,13,49
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,0.0,0.02,0.0,0.0,0.03,,,,,E10+,92,1573
Kabu Trader Shun,DS,2007,Action,0.0,0.0,0.03,0.0,0.03,,,,,,13,2
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,0.0,0.0,0.02,0.0,0.03,,,,,,4,2
Poy Poy,PS,1997,Action,0.01,0.01,0.0,0.0,0.03,,,,,,15,2
NHL 07,XB,2006,Sports,0.02,0.01,0.0,0.0,0.03,75.0,14.0,7.7,6.0,E10+,8,19
MX vs. ATV Supercross Encore,XOne,2015,Sports,0.02,0.0,0.0,0.0,0.03,45.0,4.0,,,,128,168
AMNESIA World,PSV,2014,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,323,2
DrumMania 7th Mix,PS2,2001,Simulation,0.0,0.0,0.03,0.0,0.03,,,,,,15,2
Runabout 3: Neo Age,PS2,2002,Racing,0.0,0.0,0.03,0.0,0.03,,,,,,176,2
The Technomancer,XOne,2016,Role-Playing,0.01,0.01,0.0,0.0,0.03,68.0,12.0,7.4,55.0,M,82,983
Resident Evil 5 HD,PS4,2016,Action,0.02,0.0,0.0,0.01,0.03,,,,,,13,2
Aegis of Earth: Protonovus Assault,PSV,2016,Action,0.01,0.01,0.0,0.01,0.03,,,8.3,8.0,T,148,199
Teddy Together,3DS,2016,Simulation,0.0,0.02,0.0,0.0,0.03,,,,,,1,372
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,436,2
Guild Wars: Nightfall,PC,2006,Role-Playing,0.0,0.02,0.0,0.0,0.03,84.0,30.0,8.7,104.0,T,43,177
NatGeo Challenge! Wild Life,X360,2010,Misc,0.0,0.02,0.0,0.0,0.03,,,,,,195,2
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,0.02,0.01,0.0,0.0,0.03,,,,,,153,2
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,0.0,0.0,0.03,0.0,0.03,,,,,,392,2
Battlezone,PSP,2006,Shooter,0.02,0.0,0.0,0.0,0.03,57.0,13.0,,,E10+,11,252
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,0.0,0.0,0.03,0.0,0.03,,,,,,214,2
Medal of Honor: Vanguard,PS2,2007,Shooter,0.0,0.0,0.03,0.0,0.03,63.0,29.0,6.1,34.0,T,8,23
Touch Shot! Love Application,PS3,2012,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,266,2
Nanotek Warrior,PS,1997,Shooter,0.01,0.01,0.0,0.0,0.03,,,,,,18,2
Galileo,DS,2008,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,58,2
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,0.01,0.01,0.0,0.0,0.03,,,,,E,160,1574
Super Monkey Ball Adventure,PS2,2006,Platform,0.01,0.01,0.0,0.0,0.03,53.0,32.0,6.7,10.0,E,9,183
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Madden NFL 07,GBA,2006,Sports,0.02,0.01,0.0,0.0,0.03,68.0,4.0,9.3,4.0,E,8,294
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Renegade Racers,PS,1999,Racing,0.01,0.01,0.0,0.0,0.03,,,,,,117,2
The Legend of Korra (3DS),3DS,2014,Strategy,0.02,0.0,0.0,0.0,0.03,,,,,,5,2
MySims,PC,2008,Simulation,0.0,0.02,0.0,0.0,0.03,70.0,12.0,6.4,8.0,E,8,98
The Sims 2: Bon Voyage,PC,2007,Simulation,0.01,0.01,0.0,0.0,0.03,74.0,9.0,7.3,24.0,T,8,90
AniMates!,DS,2007,Simulation,0.02,0.0,0.0,0.0,0.03,33.0,4.0,2.5,4.0,E,517,1132
Franklin the Turtle,GBA,2005,Misc,0.02,0.01,0.0,0.0,0.03,,,,,,102,2
Senran Kagura: Bon Appétit!,PSV,2014,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,104,2
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,0.0,0.02,0.0,0.0,0.03,46.0,9.0,4.7,46.0,T,19,681
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0,E,5,1571
My Ballet Studio,Wii,2009,Simulation,0.02,0.0,0.0,0.0,0.03,,,,,E,12,667
Backyard NFL Football,Wii,2007,Sports,0.02,0.0,0.0,0.0,0.03,,,,,,11,2
Aegis of Earth: Protonovus Assault,PS4,2016,Action,0.02,0.0,0.0,0.0,0.03,57.0,11.0,7.8,9.0,T,148,199
Gauntlet / Rampart,GBA,2005,Misc,0.02,0.01,0.0,0.0,0.03,,,,,E,84,1575
Bully: Scholarship Edition,PC,2008,Action,0.0,0.02,0.0,0.0,0.03,72.0,11.0,7.5,257.0,T,3,370
River King: Wonderful Journey,PS2,2005,Sports,0.01,0.01,0.0,0.0,0.03,,,,,,12,2
Sengoku Otome: Legend Battle,PSV,2016,Action,0.0,0.0,0.03,0.0,0.03,,,,,,34,2
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,0.0,0.02,0.0,0.0,0.03,,,3.2,26.0,E,11,1576
Justice League Heroes: The Flash,GBA,2006,Action,0.02,0.01,0.0,0.0,0.03,72.0,8.0,7.4,7.0,E10+,22,279
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,0.0,0.0,0.03,0.0,0.03,,,,,,49,2
Harvest Moon: Skytree Village,3DS,2016,Simulation,0.02,0.0,0.0,0.0,0.03,,,7.4,7.0,E,77,496
Age of Empires III: Gold Edition,PC,2007,Strategy,0.0,0.02,0.0,0.0,0.03,,,7.8,6.0,T,2,154
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,58,2
World War II Combat: Road To Berlin,XB,2006,Shooter,0.02,0.01,0.0,0.0,0.03,,,1.2,5.0,M,414,1342
Metal Saga,PS2,2005,Role-Playing,0.01,0.01,0.0,0.0,0.03,62.0,26.0,7.3,9.0,T,88,1577
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,0.0,0.02,0.0,0.01,0.03,72.0,4.0,8.3,15.0,M,233,909
CID The Dummy,Wii,2009,Platform,0.02,0.0,0.0,0.0,0.03,31.0,7.0,,,E10+,60,1568
Battlefield 2142,PC,2006,Shooter,0.0,0.02,0.0,0.0,0.03,80.0,48.0,6.8,326.0,T,8,30
Imagine: Sweet 16,DS,2010,Simulation,0.02,0.0,0.0,0.0,0.03,,,,,E,6,390
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,58,2
Pop'n Music 13 Carnival,PS2,2006,Simulation,0.0,0.0,0.03,0.0,0.03,,,,,,15,2
Air Conflicts: Secret Wars,PC,2011,Simulation,0.0,0.02,0.0,0.01,0.03,65.0,5.0,6.4,24.0,T,278,998
Bookworm,GBA,2004,Puzzle,0.02,0.01,0.0,0.0,0.03,62.0,5.0,,,E,34,365
Monster Mayhem: Build and Battle,Wii,2009,Simulation,0.02,0.0,0.0,0.0,0.03,,,,,E10+,201,601
Tokushu Houdoubu,PSV,2012,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,131,2
My DoItAll,DS,2009,Misc,0.02,0.0,0.0,0.0,0.03,60.0,4.0,,,E,99,527
Shakugan no Shana,PS2,2006,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,409,2
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,0.0,0.0,0.03,0.0,0.03,,,,,,130,2
Lost Planet 2,PC,2010,Shooter,0.0,0.02,0.0,0.0,0.03,63.0,15.0,6.3,87.0,T,13,49
Kawasaki Snowmobiles,Wii,2008,Racing,0.02,0.0,0.0,0.0,0.03,,,2.0,6.0,E,139,895
X3: Terran Conflict,PC,2008,Simulation,0.0,0.02,0.0,0.0,0.03,73.0,16.0,7.9,222.0,T,42,1319
The King of Fighters: Maximum Impact - Maniax,XB,,Fighting,0.02,0.01,0.0,0.0,0.03,,,,,,34,2
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,323,2
HotBrain,PSP,2007,Puzzle,0.02,0.0,0.0,0.0,0.03,,,,,,40,2
Hankou Shashin,SAT,1996,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,156,2
Little Busters! Converted Edition,PSV,2012,Action,0.0,0.0,0.03,0.0,0.03,,,,,,436,2
Open Season,PS2,2006,Platform,0.01,0.01,0.0,0.0,0.03,57.0,6.0,,,E10+,6,13
Pro Yakyuu Family Stadium,Wii,2008,Sports,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Marker Man Adventures,DS,2009,Platform,0.02,0.0,0.0,0.0,0.03,,,,,E,36,1578
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,13,2
Agatha Christie's The ABC Murders,PS4,2016,Adventure,0.01,0.01,0.0,0.0,0.03,67.0,17.0,6.2,12.0,T,361,1229
Moyashimon DS,DS,2009,Action,0.0,0.0,0.03,0.0,0.03,,,,,,197,2
Ocean Commander,Wii,2009,Simulation,0.02,0.0,0.0,0.0,0.03,,,,,E,351,1579
Let's Play Ballerina,Wii,2010,Sports,0.02,0.0,0.0,0.0,0.03,,,,,E,42,1580
Atari Flashback Classics: Volume 1,PS4,2016,Misc,0.02,0.0,0.0,0.0,0.03,,,,,E,11,1135
A Ressha de Gyoukou 2001,PS2,2001,Simulation,0.0,0.0,0.03,0.0,0.03,,,,,,239,2
Starry ? Sky: In Autumn,PSP,2010,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,418,2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Pitball,PS,1996,Sports,0.01,0.01,0.0,0.0,0.03,,,,,,343,2
D.C. III: Da Capo III,PSP,2013,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,274,2
Combat Wings: The Great Battles of WWII,Wii,,Simulation,0.02,0.0,0.0,0.0,0.03,,,,,,86,348
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,0.01,0.01,0.0,0.0,0.03,52.0,13.0,5.3,9.0,M,176,249
Ducati Moto,DS,2008,Racing,0.02,0.0,0.0,0.0,0.03,69.0,4.0,,,E,297,116
Drome Racers,GBA,2003,Racing,0.02,0.01,0.0,0.0,0.03,73.0,9.0,,,E,29,939
SWAT 4,PC,2005,Shooter,0.0,0.02,0.0,0.0,0.03,85.0,49.0,8.6,224.0,M,24,208
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,323,2
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,0.0,0.02,0.0,0.0,0.03,,,,,,34,2
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,0.02,0.0,0.0,0.0,0.03,,,,,,5,2
Battlefield 1942,PC,2002,Shooter,0.01,0.01,0.0,0.0,0.03,89.0,27.0,8.6,327.0,T,8,477
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,138,2
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,518,2
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,9,2
Bode Miller Alpine Skiing,PS2,2006,Sports,0.01,0.01,0.0,0.0,0.03,,,6.6,5.0,E,351,336
Magicka Collection,PC,2011,Adventure,0.0,0.02,0.0,0.0,0.03,,,7.5,6.0,T,34,1581
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,0.0,0.0,0.02,0.0,0.03,,,,,,214,2
R-Type Delta,PS,1998,Shooter,0.01,0.01,0.0,0.0,0.03,,,,,,392,2
Petz: Catz Playground,DS,2010,Simulation,0.02,0.0,0.0,0.0,0.03,,,,,E,6,13
Senjou no Waltz,PSV,2014,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,323,2
Angelique: Maren no Rokukishi,PSP,2011,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,323,2
Secrets of the Titanic,DS,2012,Action,0.0,0.02,0.0,0.0,0.03,,,,,,126,2
Captain Morgane and the Golden Turtle,PC,2012,Adventure,0.0,0.02,0.0,0.0,0.03,54.0,6.0,6.2,11.0,,356,819
Napoleon Dynamite: The Game,DS,2007,Puzzle,0.02,0.0,0.0,0.0,0.03,45.0,9.0,7.3,4.0,E10+,67,642
Soul Eater: Battle Resonance,PSP,2009,Action,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,0.0,0.0,0.03,0.0,0.03,,,,,,58,2
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,0.0,0.0,0.03,0.0,0.03,,,,,,56,2
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,0.0,0.0,0.03,0.0,0.03,,,,,,308,2
Rock 'N' Roll Adventures,Wii,2007,Platform,0.02,0.0,0.0,0.0,0.03,,,,,E,293,895
War Gods,PS,1996,Fighting,0.01,0.01,0.0,0.0,0.03,,,,,,14,2
Monster Mayhem: Build and Battle,DS,2009,Simulation,0.02,0.0,0.0,0.0,0.03,,,,,E,201,601
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,0.0,0.02,0.0,0.01,0.03,,,6.8,13.0,T,148,497
Legend of Kay Anniversary,PS4,2015,Action,0.0,0.02,0.0,0.0,0.03,62.0,22.0,6.4,11.0,E10+,128,1582
Evangelion: Jo,PS2,2009,Action,0.0,0.0,0.03,0.0,0.03,,,,,,26,2
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,0.02,0.0,0.0,0.0,0.03,70.0,4.0,,,M,480,101
 Beyblade Burst,3DS,2016,Role-Playing,0.0,0.0,0.03,0.0,0.03,,,,,,242,2
Dungeon Siege II,PC,2005,Role-Playing,0.0,0.02,0.0,0.0,0.03,80.0,51.0,7.9,159.0,M,2,766
Doki Oki,PS,1995,Adventure,0.0,0.0,0.02,0.0,0.03,,,,,,56,2
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,519,2
Battlestations: Pacific,PC,2009,Strategy,0.0,0.02,0.0,0.0,0.03,74.0,31.0,8.4,46.0,T,22,784
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,120,2
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,0.0,0.0,0.03,0.0,0.03,,,,,,88,2
Derby Time 2006,PSP,2006,Sports,0.0,0.0,0.03,0.0,0.03,,,,,,4,2
I Heart Geeks,DS,2011,Puzzle,0.02,0.0,0.0,0.0,0.03,,,,,,363,2
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,,246,2
Let's Dance with Mel B,PS3,2011,Sports,0.0,0.02,0.0,0.0,0.02,,,,,,195,2
Jewel Quest 5: The Sleepless Star,DS,2012,Action,0.0,0.02,0.0,0.0,0.02,,,,,,520,2
MAPLUS: Portable Navi 3,PSP,2009,Misc,0.0,0.0,0.02,0.0,0.02,,,,,,401,2
Neverwinter Nights Diamond,PC,2004,Role-Playing,0.0,0.02,0.0,0.0,0.02,,,8.2,11.0,M,11,117
